"hcpcs_code","hcpcs_description","ccs_code","ccs_desc"
"82672","Estrogen analysis",233,"Laboratory - Chemistry and Hematology"
"82677","Estriol (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82679","Estrone (hormone) level",233,"Laboratory - Chemistry and Hematology"
"82696","Etiocholanolone (testosterone byproduct) level",233,"Laboratory - Chemistry and Hematology"
"82705","Stool fat analysis",233,"Laboratory - Chemistry and Hematology"
"82710","Stool fat measurement",233,"Laboratory - Chemistry and Hematology"
"82715","Stool fat measurement",233,"Laboratory - Chemistry and Hematology"
"82725","Fatty acids measurement",233,"Laboratory - Chemistry and Hematology"
"82726","Very long chain fatty acids level",233,"Laboratory - Chemistry and Hematology"
"82728","Ferritin (blood protein) level",233,"Laboratory - Chemistry and Hematology"
"82735","Fluoride level",233,"Laboratory - Chemistry and Hematology"
"82742","Flurazepam (drug) level",233,"Laboratory - Chemistry and Hematology"
"82746","Folic acid level",233,"Laboratory - Chemistry and Hematology"
"82747","Folic acid level",233,"Laboratory - Chemistry and Hematology"
"82760","Galactose (carbohydrate) level",233,"Laboratory - Chemistry and Hematology"
"82784","Gammaglobulin (immune system protein) measurement",233,"Laboratory - Chemistry and Hematology"
"82785","IgE (immune system protein) level",233,"Laboratory - Chemistry and Hematology"
"82787","Gammaglobulin (immune system protein) measurement",233,"Laboratory - Chemistry and Hematology"
"82800","Bood pH level",205,"Arterial blood gases"
"82803","Blood gases measurement",205,"Arterial blood gases"
"82805","Blood gases measurement",205,"Arterial blood gases"
"82810","Blood gas, oxygen saturation measurement",205,"Arterial blood gases"
"82820","Hemoglobin-oxygen affinity measurement",233,"Laboratory - Chemistry and Hematology"
"82930","Gastric acid analysis",233,"Laboratory - Chemistry and Hematology"
"82941","Gastrin (GI tract hormone) level",233,"Laboratory - Chemistry and Hematology"
"82943","Glucagon (pancreatic hormone) level",233,"Laboratory - Chemistry and Hematology"
"82945","Glucose (sugar) level on body fluid",233,"Laboratory - Chemistry and Hematology"
"82946","Glucagon (pancreatic hormone) tolerance test",233,"Laboratory - Chemistry and Hematology"
"82947","Blood glucose (sugar) level",233,"Laboratory - Chemistry and Hematology"
"82948","Blood glucose (sugar) measurement using reagent strip",233,"Laboratory - Chemistry and Hematology"
"82950","Blood glucose (sugar) level after receiving dose of glucose",233,"Laboratory - Chemistry and Hematology"
"82951","Blood glucose (sugar) tolerance test",233,"Laboratory - Chemistry and Hematology"
"82952","Blood glucose (sugar) tolerance test",233,"Laboratory - Chemistry and Hematology"
"82955","G6PD (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82960","G6PD (enzyme) screening test",233,"Laboratory - Chemistry and Hematology"
"82962","Blood glucose (sugar) test performed by hand-held instrument",233,"Laboratory - Chemistry and Hematology"
"82963","Glucosidase (sugar enzyme) measurement",233,"Laboratory - Chemistry and Hematology"
"82977","Glutamyltransferase (liver enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82978","Glutathione (protein) level",233,"Laboratory - Chemistry and Hematology"
"82979","Glutathione reductase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"82980","Glutethimide (drug) level",233,"Laboratory - Chemistry and Hematology"
"82985","Glycated protein level",233,"Laboratory - Chemistry and Hematology"
"83001","Gonadotropin, follicle stimulating (reproductive hormone) level",233,"Laboratory - Chemistry and Hematology"
"83002","Gonadotropin, luteinizing (reproductive hormone) level",233,"Laboratory - Chemistry and Hematology"
"83003","Human growth hormone level",233,"Laboratory - Chemistry and Hematology"
"83008","Guanosine monophosphate (cellular chemical) level",233,"Laboratory - Chemistry and Hematology"
"83009","Blood test analysis for Helicobacter pylori",233,"Laboratory - Chemistry and Hematology"
"83010","Haptoglobin (serum protein) level",233,"Laboratory - Chemistry and Hematology"
"83013","Breath test analysis for Helicobacter pylori",233,"Laboratory - Chemistry and Hematology"
"83014","Administration of drug for Helicobacter pylori",233,"Laboratory - Chemistry and Hematology"
"83015","Heavy metal screening test",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"83018","Heavy metal level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"83020","Hemoglobin analysis and measurement",233,"Laboratory - Chemistry and Hematology"
"83021","Hemoglobin analysis and measurement",233,"Laboratory - Chemistry and Hematology"
"83026","Hemoglobin level",233,"Laboratory - Chemistry and Hematology"
"83036","Hemoglobin A1C level",233,"Laboratory - Chemistry and Hematology"
"83037","Hemoglobin A1C level",233,"Laboratory - Chemistry and Hematology"
"83050","Methemoglobin (hemoglobin) analysis",233,"Laboratory - Chemistry and Hematology"
"83051","Plasma hemoglobin level",233,"Laboratory - Chemistry and Hematology"
"83068","Screening test for unstable hemoglobin",233,"Laboratory - Chemistry and Hematology"
"83070","Hemosiderin (hemoglobin breakdown product) analysis",233,"Laboratory - Chemistry and Hematology"
"83080","B-hexosaminidase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"83088","Histamine (immune system substance) level",233,"Laboratory - Chemistry and Hematology"
"83090","Homocysteine (amino acid) level",233,"Laboratory - Chemistry and Hematology"
"83150","Homovanillic acid (organic acid) level",233,"Laboratory - Chemistry and Hematology"
"83491","Hydroxycorticosteroids, 17 (adrenal gland hormone) level",233,"Laboratory - Chemistry and Hematology"
"83497","Hydroxyindolacetic acid (product of metabolism) level",233,"Laboratory - Chemistry and Hematology"
"83498","Hydroxyprogesterone, 17-D (synthetic hormone) level",233,"Laboratory - Chemistry and Hematology"
"83500","Hydroxyproline (amino acid) measurement",233,"Laboratory - Chemistry and Hematology"
"83505","Hydroxyproline (amino acid) measurement",233,"Laboratory - Chemistry and Hematology"
"83516","Analysis of substance using immunoassay technique",233,"Laboratory - Chemistry and Hematology"
"83518","Analysis of substance using immunoassay technique",233,"Laboratory - Chemistry and Hematology"
"83519","Measurement of substance using immunoassay technique",233,"Laboratory - Chemistry and Hematology"
"83520","Measurement of substance using immunoassay technique",233,"Laboratory - Chemistry and Hematology"
"83525","Insulin measurement",233,"Laboratory - Chemistry and Hematology"
"83527","Insulin measurement",233,"Laboratory - Chemistry and Hematology"
"83540","Iron level",233,"Laboratory - Chemistry and Hematology"
"83550","Iron binding capacity",233,"Laboratory - Chemistry and Hematology"
"83586","Ketosteroids, 17 (hormone) measurement",233,"Laboratory - Chemistry and Hematology"
"83593","Ketosteroids, 17 (hormone) measurement",233,"Laboratory - Chemistry and Hematology"
"83605","Lactic acid level",233,"Laboratory - Chemistry and Hematology"
"83615","Lactate dehydrogenase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"83625","Lactate dehydrogenase (enzyme) measurement",233,"Laboratory - Chemistry and Hematology"
"83630","Stool lactoferrin (immune system protein) analysis",233,"Laboratory - Chemistry and Hematology"
"83631","Stool lactoferrin (immune system protein) level",233,"Laboratory - Chemistry and Hematology"
"83655","Lead level",233,"Laboratory - Chemistry and Hematology"
"83670","Leucine aminopeptidase (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"83690","Lipase (fat enzyme) level",233,"Laboratory - Chemistry and Hematology"
"83695","Lipoprotein (A) level",233,"Laboratory - Chemistry and Hematology"
"83698","Lipoprotein-associated phospholipase A2 (enzyme) level",233,"Laboratory - Chemistry and Hematology"
"83700","Lipoprotein level",233,"Laboratory - Chemistry and Hematology"
"83701","Lipoprotein measurement",233,"Laboratory - Chemistry and Hematology"
"83704","Lipoprotein measurement",233,"Laboratory - Chemistry and Hematology"
"83718","HDL cholesterol level",233,"Laboratory - Chemistry and Hematology"
"83719","VLDL cholesterol level",233,"Laboratory - Chemistry and Hematology"
"83721","LDL cholesterol level",233,"Laboratory - Chemistry and Hematology"
"83727","Luteinizing releasing factor (reproductive hormone) level",233,"Laboratory - Chemistry and Hematology"
"83735","Magnesium level",233,"Laboratory - Chemistry and Hematology"
"83785","Manganese (heavy metal) level",233,"Laboratory - Chemistry and Hematology"
"83788","Mass spectrometry (laboratory testing method)",233,"Laboratory - Chemistry and Hematology"
"83789","Mass spectrometry (laboratory testing method)",233,"Laboratory - Chemistry and Hematology"
"83805","Meprobamate (sedative) level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"83825","Mercury level",233,"Laboratory - Chemistry and Hematology"
"83835","Metanephrines level",233,"Laboratory - Chemistry and Hematology"
"83840","Methadone level",233,"Laboratory - Chemistry and Hematology"
"83861","Microfluid analysis of tears",233,"Laboratory - Chemistry and Hematology"
"83872","Joint fluid diagnostic test",233,"Laboratory - Chemistry and Hematology"
"83873","Myelin basic protein (nerve protein) level, spinal fluid",233,"Laboratory - Chemistry and Hematology"
"83874","Myoglobin (muscle protein) level",233,"Laboratory - Chemistry and Hematology"
"83876","Myeloperoxidase (white blood cell enzyme) measurement",233,"Laboratory - Chemistry and Hematology"
"83880","Natriuretic peptide (heart and blood vessel protein) level",233,"Laboratory - Chemistry and Hematology"
"83883","Nephelometry, test method using light",233,"Laboratory - Chemistry and Hematology"
"83885","Nickel level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"83887","Nicotine level",206,"Microscopic examination (bacterial smear, culture, toxicology)"
"83890","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83891","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83892","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83893","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83894","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83896","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83897","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83898","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83900","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83901","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83902","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83903","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83904","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83905","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83907","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83908","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83909","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83912","Genetic test interpretation and report",233,"Laboratory - Chemistry and Hematology"
"83913","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83914","Genetic test",233,"Laboratory - Chemistry and Hematology"
"83915","Nucleotidase 5' (enzyme) level",233,"Laboratory - Chemistry and Hematology"
